Team Name,Player Number,Player Name,Position,Height,Weight,Age,Years of Experience, Fanspo Agent,Fanspo Agency, Spotrac Agent,Spotrac Agency
Carolina Panthers,93,LaBryan Ray,DT,6-4,290,25,1,-,-,-,-
Carolina Panthers,22,Jammie Robinson,DB,5-11,190,--,1,-,-,-,-
Carolina Panthers,6,Miles Sanders,RB,5-11,210,26,4,Eddie Edwards,LAMF Sports Management,Eddie Edwards,Beyond Athlete Management
Carolina Panthers,74,David Sharpe,OT,6-6,343,28,5,-,-,Ron Butler,Agency 1 Athlete Management Group
Carolina Panthers,5,Laviska Shenault,WR,6-1,220,25,3,David Canter,GSE Worldwide Football,David Canter,GSE Worldwide Football
Carolina Panthers,11,Ihmir Smith-Marsette,WR,6-1,185,24,2,Chafie Fields and Michael Swenson,Wasserman Media Group,"Michael Swenson, Chafie Fields",Wasserman
Carolina Panthers,84,Stephen Sullivan,TE,6-5,245,26,1,Cameron Weiss,"Dynamic Sports Group
",-,"Dynamic Sports Group
"
Carolina Panthers,19,Adam Thielen,WR,6-2,195,33,9,Blake Baratz,The Institute for Athletes,Blake Baratz,The Institute for Athletes
Carolina Panthers,76,Calvin Throckmorton,OG,6-5,311,27,2,-,-,-,-
Carolina Panthers,91,Nick Thurman,DE,6-4,305,28,2,Sean Stellato,"SES, LLC",Sean Stellato,"SES, LLC"
Carolina Panthers,64,Brett Toth,OT,6-6,304,27,4,William Heck,"SPORTSTARS, INC.",-,"SPORTSTARS, INC."
Carolina Panthers,82,Tommy Tremble,TE,6-4,250,23,2,Kristen Kuliga,Vanguard Sports Group,Kristen Kuliga,Vanguard Sports Group
Carolina Panthers,99,Shy Tuttle,DT,6-3,300,28,4,Drew Rosenhaus,Rosenhaus Sports Representation,Drew Rosenhaus,Rosenhaus Sports Representation
Carolina Panthers,43,Luiji Vilain,LB,6-4,252,25,1,-,-,-,-
Carolina Panthers,96,DeShawn Williams,DT,6-1,295,30,4,Adisa Bakari,The Sports & Entertainment Group ,Adisa Bakari,The Sports & Entertainment Group 
Carolina Panthers,25,Xavier Woods,DB,5-11,200,28,6,David Mulugheta,Athletes First,David Mulugheta,Athletes First
Carolina Panthers,57,Chandler Wooten,LB,6-3,230,24,1,-,-,-,-
Carolina Panthers,9,Bryce Young,QB,5-10,204,--,1,Patrick Collins/Edward Berry,CAA Football,"Edward Berry, Jimmy Sexton, Patrick Collins",CAA Football
Carolina Panthers,62,Chandler Zavala,OG,6-3,322,--,1,Deryk Gilmore,Day 1 Sports & Entertainment,-,Day 1 Sports
Carolina Panthers,94,Henry Anderson,DE,6-6,300,32,8,-,-,-,CAA Sports
Carolina Panthers,53,Claudin Cherelus,LB,6-2,230,--,1,-,-,-,-
Carolina Panthers,21,Jeremy Chinn,DB,6-3,220,25,3,Andrew Baker,Exclusive Sports Group,-,Exclusive Sports Group
Carolina Panthers,70,Brady Christensen,OG,6-6,300,27,2,Daniel Connell,IHC Sports,-,IHC Sports
Carolina Panthers,97,Yetur Gross-Matos,DE,6-5,265,25,3,Devin Brunson,1 of 1 Agency,-,1 of 1 Agency
Carolina Panthers,98,Marquis Haynes,DE,6-2,235,29,5,Graylan Crain,CAA Football,Graylan Crain,Select Sports Group
Carolina Panthers,8,Jaycee Horn,DB,6-1,200,23,2,David Mulugheta,Athletes First,David Mulugheta,Athletes First
Carolina Panthers,50,Justin Houston,LB,6-3,270,34,12,Joel Segal,WME Football,Joel Segal,Lagardere Unlimited
Carolina Panthers,45,Giovanni Ricci,TE,6-3,240,27,2,-,-,-,-
Carolina Panthers,80,Ian Thomas,TE,6-4,260,27,5,Damarius Bilbo/Kelton Crenshaw,Klutch Sports Group,"Damarius Bilbo, Kelton Crenshaw",Klutch Sports Group
Carolina Panthers,7,Shaq Thompson,LB,6-0,230,29,8,Shahin Aslani,Wasserman Media Group,-,Wasserman
Carolina Panthers,77,Deonte Brown,OG,6-4,335,25,2,Devin Brunson,1 of 1 Agency,-,1 of 1 Agency
Carolina Panthers,41,Spencer Brown,RB,6-0,220,24,1,Jeffrey Sperbeck,Rep 1 Sports Group,-,-
Carolina Panthers,65,J.D. DiRenzo,OT,6-6,315,--,1,-,-,-,-
Carolina Panthers,--,Lamar Jackson,DB,6-2,208,25,2,-,-,-,-
Carolina Panthers,87,Matt Landers,WR,6-4,200,--,1,-,-,-,-
Carolina Panthers,46,Eku Leota,LB,6-3,252,--,1,-,-,-,-
Carolina Panthers,16,Jake Luton,QB,6-6,224,27,3,Stephen Dubin,"Yee & Dubin Sports, LLC",-,"Yee & Dubin Sports, LLC"
Carolina Panthers,85,Jordan Matthews,WR,6-3,212,31,8,-,-,Bus Cook,Bus Cook Sports
Carolina Panthers,37,Mark Milton,DB,6-1,186,--,1,-,-,-,-
Carolina Panthers,78,Jayden Peevy,DT,6-5,308,24,1,-,-,-,-
Carolina Panthers,--,Mike Strachan,WR,6-5,225,26,2,David Canter,GSE Worldwide Football,David Canter,DEC Management
Carolina Panthers,48,Jordan Thomas,TE,6-5,280,27,4,Donald Weatherell and Madison Howard,Ballengee Group and BC Sports Inc.,"Bus Cook, Donald Weatherell, Madison Howard",Bus Cook Sports
Carolina Panthers,92,Raequan Williams,DT,6-4,305,26,2,-,-,-,-
Carolina Panthers,--,Chris Wormley,DE,6-5,300,30,6,Travis Allen,Athletes First,-,Athletes First
Carolina Panthers,83,Derek Wright,WR,6-1,195,25,1,-,-,-,-
Carolina Panthers,--,Tarik Cohen,RB,5-6,181,28,5,Drew Rosenhaus,Rosenhaus Sports Representation,Drew Rosenhaus,Rosenhaus Sports Representation
