Team Name,First Name,Last Name,Player Number,Position,B/T,Ht,Wt,DOB,Career Health ,Seasonal Health,Percent of Reinjury,Status,Base Salary,Spotrac Agent,Spotrac Agency
Reds,Elly,De,La,Shortstop,S/R,"6' 5""",200,01/11/2002,,,,Pre-Arb,-,-,-
Reds,Matt,McLain,9,Shortstop,R/R,"5' 8""",180,08/06/1999,,,,Pre-Arb,-,-,-
Reds,Noelvi,Marte,16,Shortstop,R/R,"6' 0""",216,10/16/2001,,,,Pre-Arb,-,-,-
Reds,Spencer,Steer,7,Left Field,R/R,"5' 11""",185,12/07/1997,,,,Pre-Arb,-,-,Ballengee Group
Reds,Jake,Fraley,27,Left Field,L/L,"6' 0""",206,05/25/1995,,,,Arb 1,"2,500,000",-,CAA Sports
Reds,Stuart,Fairchild,17,Left Field,R/R,"6' 0""",205,03/17/1996,,,,Pre-Arb,-,-,-
Reds,Will,Benson,30,Left Field,L/L,"6' 5""",230,06/16/1998,,,,Pre-Arb,-,-,-
Reds,TJ,Friedl,29,Left Field,L/L,"5' 10""",180,08/14/1995,,,,Pre-Arb,-,-,Apex Baseball
Reds,TJ,Friedl,29,Center Field,L/L,"5' 10""",180,08/14/1995,,,,Pre-Arb,-,-,Apex Baseball
Reds,Jake,Fraley,27,Center Field,L/L,"6' 0""",206,05/25/1995,,,,Arb 1,"2,500,000",-,CAA Sports
Reds,Will,Benson,30,Center Field,L/L,"6' 5""",230,06/16/1998,,,,Pre-Arb,-,-,-
Reds,Nick,Senzel,15,Center Field,R/R,"6' 1""",218,06/29/1995,,,,-,"2,000,000",-,Boras Corporatio
Reds,Will,Benson,30,Right Field,L/L,"6' 5""",230,06/16/1998,,,,Pre-Arb,-,-,-
Reds,Jake,Fraley,27,Right Field,L/L,"6' 0""",206,05/25/1995,,,,Arb 1,"2,500,000",-,CAA Sports
Reds,Christian,Encarnacion-Strand,,Designated Hitter,R/R,"6' 0""",224,12/01/1999,,,,Pre-Arb,-,-,-
Reds,Jake,Fraley,27,Designated Hitter,L/L,"6' 0""",206,05/25/1995,,,,Arb 1,"2,500,000",-,CAA Sports
Reds,Tyler,Stephenson,37,Designated Hitter,R/R,"6' 4""",225,08/16/1996,,,,Arb 1,"2,500,000",-,ACES
Reds,Jonathan,India,6,Designated Hitter,R/R,"6' 0""",200,12/15/1996,,,,Arb 1,"3,200,000",-,Meister Sports Management
